Step,Scaffold,SMILES,Linker Num HBD,Linker Num HBA,Linker Num Aromatic Rings,Matching substructure1,linker_mol_weight,Scaffold Ring Score,linker_rocs_score,raw_Linker Num HBD,raw_Linker Num HBA,raw_Linker Num Aromatic Rings,raw_linker_mol_weight,raw_linker_custom_alerts,raw_Scaffold Ring Score,raw_linker_rocs_score,total_score,ID
60,c1cc2cnc(Nc3ccc(N4CCCCC4)cc3)cc2s1,Cc1cc2c3nc(cc2s1)Nc1ccc(cc1)N1CCC(CC1)NCCCO3,1,1,1,1,1,1,1.725999951,1,3,3,240.3309937,0,8,1.725999951,1.042878985,default_job_14
60,c1cc2cnc(Nc3ccc(N4CCCCC4)cc3)cc2s1,Cc1csc2cc3nc(c12)OCCCNC1CCN(CC1)c1ccc(cc1)N3,1,1,1,1,1,1,1.722000003,1,3,3,240.3309937,0,8,1.722000003,1.0426929,default_job_15
141,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1ccc2cc1Nc1nc(C)c(C)c(n1)N1CCC(CC1)NCCCO2,1,1,1,1,1,1,1.720000029,1,3,2,213.2839966,0,7,1.720000029,1.042599678,default_job_16
162,c1cnc(Nc2cccc(N3CCCCC3)c2)nc1,Cc1nc2nc(c1C)OCCCNC1CCN(CC1)c1cccc(c1C)N2,1,1,1,1,1,1,1.720000029,1,3,2,213.2839966,0,7,1.720000029,1.042599678,default_job_17
64,c1ccc2nc(Nc3ccc(N4CCCCC4)cc3)ccc2c1,Cc1ccc2c3cc(nc2c1C)Nc1ccc(cc1)N1CCC(CC1)NCCCO3,1,1,1,1,1,1,1.715999961,1,2,3,248.3289948,0,8,1.715999961,1.042412877,default_job_18
140,c1cnc(Nc2cccc(N3CCCCC3)c2)nc1,Cc1nc2nc(c1C)OCCCNC1CCN(CC1)c1cc(Cl)c(C)c(c1)N2,1,1,1,1,1,1,1.700000048,1,3,2,247.7290039,0,7,1.700000048,1.041662097,default_job_19
140,c1cc(N2CCCCC2)nc(Nc2ccsc2)n1,Cc1nc2nc(c1C)N1CCC(CC1)NCCCOc1cc(c(C)s1)N2,1,1,1,1,1,1,1.682999969,1,4,2,219.3130035,0,7,1.682999969,1.040857077,default_job_20
73,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1cc2nc(n1)Nc1ccc(c(Cl)c1)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.664999962,1,3,2,219.6750031,0,8,1.664999962,1.039996505,default_job_21
73,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1cc2nc(n1)Nc1cc(Cl)cc(c1)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.664999962,1,3,2,219.6750031,0,7,1.664999962,1.039996505,default_job_22
73,c1cnc(Nc2ccc(N3CCCCC3)cc2)nc1,Cc1cc2nc(n1)Nc1ccc(cc1Cl)N1CCC(CC1)NCCCO2,1,1,1,1,1,1,1.661999941,1,3,2,219.6750031,0,8,1.661999941,1.039852142,default_job_23
123,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Clc1cc2nc(n1)Nc1cc(ccc1Cl)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.659000039,1,3,2,240.0930023,0,7,1.659000039,1.039707661,default_job_24
77,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1cnc2nc1N1CCC(CC1)NCCCOc1cc(Cl)c(C)c(c1)N2,1,1,1,1,1,1,1.659000039,1,3,2,233.7019958,0,7,1.659000039,1.039707661,default_job_25
77,c1cnc(Nc2cccc(N3CCCCC3)c2)nc1,Cc1cc2c(Cl)c(c1)N1CCC(CC1)NCCCOc1nc(ncc1C)N2,1,1,1,1,1,1,1.657999992,1,3,2,233.7019958,0,7,1.657999992,1.0396595,default_job_26
189,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1cc2c(Cl)c(c1)OCCCNC1CCN(CC1)c1nc(ncc1C)N2,1,1,1,1,1,1,1.657999992,1,3,2,233.7019958,0,7,1.657999992,1.0396595,default_job_27
74,c1cnc(Nc2cccc(N3CCCCC3)c2)nc1,Cc1cc2c(C)c(c1)N1CCC(CC1)NCCCOc1nc(ncc1C)N2,1,1,1,1,1,1,1.657999992,1,3,2,213.2839966,0,7,1.657999992,1.0396595,default_job_28
62,c1ccc2nc(Nc3ccc(N4CCCCC4)cn3)ccc2c1,Cc1cccc2c3cc(nc12)Nc1ccc(cn1)N1CCC(CC1)NCCCO3,1,1,1,1,1,1,1.656999946,1,3,3,235.2899933,0,8,1.656999946,1.03961122,default_job_29
156,c1csc(Nc2nccc(N3CCCCC3)n2)c1,Cc1cnc2nc1N1CCC(CC1)NCCCOc1sc(cc1C)N2,1,1,1,1,1,1,1.649999976,1,4,2,205.2859955,0,7,1.649999976,1.039272785,default_job_30
156,c1cnc(Nc2cccc(N3CCCCC3)c2)nc1,Cc1cc2cc(c1)N1CCC(CC1)NCCCOc1c(C)nc(nc1C)N2,1,1,1,1,1,1,1.649999976,1,3,2,213.2839966,0,8,1.649999976,1.039272785,default_job_31
74,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1cc2nc(n1)Nc1cc(cc(C)c1C)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.648000002,1,3,2,213.2839966,0,7,1.648000002,1.039175749,default_job_32
71,c1cnc(Nc2cccc(N3CCCCC3)c2)nc1,Cc1cc2nc(n1)Nc1cc(cc(C)c1C)N1CCC(CC1)NCCCO2,1,1,1,1,1,1,1.648000002,1,3,2,213.2839966,0,7,1.648000002,1.039175749,default_job_33
76,c1cnc(Nc2ccc(N3CCCCC3)cc2)nc1,Cc1cc2nc(n1)Nc1cc(C)c(c(C)c1)N1CCC(CC1)NCCCO2,1,1,1,1,1,1,1.646999955,1,3,2,213.2839966,0,8,1.646999955,1.039127231,default_job_34
74,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1cc2nc(n1)Nc1cc(c(C)cc1Cl)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.646000028,1,3,2,233.7019958,0,7,1.646000028,1.039078712,default_job_35
156,c1cnc(Nc2cccc(N3CCCCC3)c2)nc1,Cc1cc2c(C)c(c1)N1CCC(CC1)NCCCOc1cnc(nc1C)N2,1,1,1,1,1,1,1.644999981,1,3,2,213.2839966,0,8,1.644999981,1.039030194,default_job_36
73,c1cnc(Nc2cccc(N3CCCCC3)c2)nc1,Cc1cc2c(C)c(c1)N1CCC(CC1)NCCCOc1cc(C)nc(n1)N2,1,1,1,1,1,1,1.644999981,1,3,2,213.2839966,0,7,1.644999981,1.039030194,default_job_37
78,c1cnc(Nc2ccc(N3CCCCC3)cc2)nc1,Cc1cc2nc(n1)Nc1cc(C)c(cc1C)N1CCC(CC1)NCCCO2,1,1,1,1,1,1,1.644999981,1,3,2,213.2839966,0,8,1.644999981,1.039030194,default_job_38
75,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1cc2nc(n1)Nc1cc(C)c(cc1C)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.644999981,1,3,2,213.2839966,0,8,1.644999981,1.039030194,default_job_39
136,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1cc2c(C)c(c1)OCCCNC1CCN(CC1)c1cc(C)nc(n1)N2,1,1,1,1,1,1,1.644999981,1,3,2,213.2839966,0,7,1.644999981,1.039030194,default_job_40
72,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1cc2nc(n1)Nc1cc(Cl)c(cc1C)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.644000053,1,3,2,233.7019958,0,8,1.644000053,1.038981557,default_job_41
74,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1cc2nc(n1)Nc1cc(C)c(cc1Cl)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.643000007,1,3,2,233.7019958,0,8,1.643000007,1.03893292,default_job_42
72,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1cc2c(Cl)c(c1)OCCCNC1CCN(CC1)c1cc(C)nc(n1)N2,1,1,1,1,1,1,1.643000007,1,3,2,233.7019958,0,7,1.643000007,1.03893292,default_job_43
165,c1csc(Nc2nccc(N3CCCCC3)n2)c1,Cc1cnc2nc1N1CCC(CC1)NCCCOc1cc(C)c(s1)N2,1,1,1,1,1,1,1.643000007,1,4,2,205.2859955,0,7,1.643000007,1.03893292,default_job_44
173,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1cnc2nc1N1CCC(CC1)NCCCOc1c(C)c(C)cc(c1C)N2,1,1,1,1,1,1,1.64199996,1,3,2,227.3110046,0,7,1.64199996,1.038884282,default_job_45
169,c1cc(N2CCCCC2)nc(Nc2ccsc2)n1,Cc1cnc2nc1N1CCC(CC1)NCCCOc1scc(c1C)N2,1,1,1,1,1,1,1.641000032,1,4,2,205.2859955,0,7,1.641000032,1.038835526,default_job_46
197,c1c[nH]c(Nc2nccc(N3CCCCC3)n2)c1,Cc1cnc2nc1N1CCC(CC1)NCCCOc1cn(C)c(c1C)N2,1,1,1,1,1,1,1.636999965,1,4,2,202.2610016,0,7,1.636999965,1.038640618,default_job_47
180,c1c[nH]c(Nc2nccc(N3CCCCC3)n2)c1,Cc1cnc2nc1N1CCC(CC1)NCCCOc1cc(C)c(n1C)N2,1,1,1,1,1,1,1.636999965,1,4,2,202.2610016,0,7,1.636999965,1.038640618,default_job_48
197,c1c[nH]c(Nc2nccc(N3CCCCC3)n2)c1,Cc1c(C)c2n(C)c1Nc1ncc(Cl)c(n1)N1CCC(CC1)NCCCO2,1,1,1,1,1,1,1.633999944,1,4,2,236.7059937,0,7,1.633999944,1.038493991,default_job_49
155,c1cnc(Nc2cccc(N3CCCCC3)c2)nc1,Cc1cc(C)c2cc1Nc1nc(C)c(c(C)n1)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.633999944,1,3,2,227.3110046,0,8,1.633999944,1.038493991,default_job_50
154,c1cnc(Nc2cccc(N3CCCCC3)c2)nc1,Cc1cc2cc(c1C)Nc1nc(C)c(c(Cl)n1)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.631999969,1,3,2,247.7290039,0,8,1.631999969,1.038396239,default_job_51
178,c1cnc(Nc2c[nH]c(N3CCCCC3)c2)nc1,Cc1cnc2nc1OCCCNC1CCN(CC1)c1c(C)c(cn1C)N2,1,1,1,1,1,1,1.629999995,1,4,2,202.2610016,0,7,1.629999995,1.038298249,default_job_52
78,c1csc(Nc2nccc(N3CCCCC3)n2)c1,Cc1cc2nc(n1)Nc1scc(c1C)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.628000021,1,4,2,205.2859955,0,7,1.628000021,1.038200259,default_job_53
133,c1csc(Nc2nccc(N3CCCCC3)n2)c1,Cc1cc2nc(n1)Nc1sc(cc1C)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.628000021,1,4,2,205.2859955,0,7,1.628000021,1.038200259,default_job_54
136,c1cnc(Nc2ccc(N3CCCCC3)s2)nc1,Cc1cc2nc(n1)Nc1sc(cc1C)N1CCC(CC1)NCCCO2,1,1,1,1,1,1,1.628000021,1,4,2,205.2859955,0,7,1.628000021,1.038200259,default_job_55
61,c1cc2cnc(Nc3ccc(N4CCCCC4)nc3)cc2s1,c1cc2c3nc(cc2s1)Nc1ccc(nc1)N1CCC(CC1)NCCCO3,1,1,1,1,1,1,1.625,1,4,3,227.2920074,0,8,1.625,1.038052917,default_job_56
63,c1cc2ccc(Nc3ccc(N4CCCCC4)nc3)nc2s1,Cc1cc2c3cc(nc2s1)Nc1ccc(nc1)N1CCC(CC1)NCCCO3,1,1,1,1,1,1,1.621999979,1,4,3,241.3190002,0,8,1.621999979,1.037905335,default_job_57
134,c1csc(Nc2nccc(N3CCCCC3)n2)c1,Cc1cc2nc(n1)Nc1sc(c(C)c1C)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.621999979,1,4,2,219.3130035,0,7,1.621999979,1.037905335,default_job_58
76,c1cnc(Nc2ccc(N3CCCCC3)cn2)nc1,Cc1nc2nc(c1Cl)OCCCNC1CCN(CC1)c1ccc(nc1)N2,1,1,1,1,1,1,1.618000031,1,4,2,220.6629944,0,8,1.618000031,1.037708282,default_job_59
85,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Clc1cc2cc(c1)OCCCNC1CCN(CC1)c1ccnc(n1)N2,1,1,1,1,1,1,1.618000031,1,3,2,205.647995,0,7,1.618000031,1.037708282,default_job_60
64,c1cnc2cc(Nc3ccc(N4CCCCC4)cc3)ncc2c1,Cc1ccnc2cc3nc(c12)OCCCNC1CCN(CC1)c1ccc(cc1)N3,1,1,1,1,1,1,1.616999984,1,3,3,235.2899933,0,8,1.616999984,1.03765893,default_job_61
75,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1cc2nc(n1)Nc1cc(c(C)cc1C)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.605000019,1,3,2,213.2839966,0,7,1.605000019,1.037064552,default_job_62
155,c1cnc(Nc2cccc(N3CCCCC3)c2)nc1,Cc1cc(C)c2cc1Nc1ncc(c(C)n1)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.605000019,1,3,2,213.2839966,0,8,1.605000019,1.037064552,default_job_63
151,c1cnc(Nc2cccc(N3CCCCC3)c2)nc1,Cc1cc2nc(n1)Nc1cc(c(C)cc1C)N1CCC(CC1)NCCCO2,1,1,1,1,1,1,1.605000019,1,3,2,213.2839966,0,7,1.605000019,1.037064552,default_job_64
151,c1cnc(Nc2ccnc(N3CCCCC3)c2)nc1,Cc1cc2cc(n1)N1CCC(CC1)NCCCOc1nc(nc(C)c1C)N2,1,1,1,1,1,1,1.605000019,1,4,2,214.2720032,0,7,1.605000019,1.037064552,default_job_65
81,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1cnc2nc1N1CCC(CC1)NCCCOc1cc(C)c(c(Cl)c1)N2,1,1,1,1,1,1,1.603999972,1,3,2,233.7019958,0,8,1.603999972,1.037014842,default_job_66
160,c1cnc(Nc2cncc(N3CCCCC3)c2)nc1,Cc1ncc2cc1Nc1nc(C)c(C)c(n1)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.603000045,1,4,2,214.2720032,0,7,1.603000045,1.036965013,default_job_67
169,c1cnc(Nc2ccnc(N3CCCCC3)c2)nc1,Cc1cnc2cc1Nc1nc(C)c(C)c(n1)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.601999998,1,4,2,214.2720032,0,7,1.601999998,1.036915302,default_job_68
68,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1cc2cc(c1Cl)OCCCNC1CCN(CC1)c1ccnc(n1)N2,1,1,1,1,1,1,1.601999998,1,3,2,219.6750031,0,7,1.601999998,1.036915302,default_job_69
188,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1cc2cc(Cl)c1OCCCNC1CCN(CC1)c1ccnc(n1)N2,1,1,1,1,1,1,1.600999951,1,3,2,219.6750031,0,8,1.600999951,1.036865473,default_job_70
165,c1cnc(Nc2cncc(N3CCCCC3)c2)nc1,Cc1nc2nc(c1Cl)OCCCNC1CCN(CC1)c1cncc(c1C)N2,1,1,1,1,1,1,1.600999951,1,4,2,234.6900024,0,7,1.600999951,1.036865473,default_job_71
160,c1cnc(Nc2cc(N3CCCCC3)ccn2)nc1,Cc1cc2cc(n1)Nc1nc(C)c(C)c(n1)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.600999951,1,4,2,214.2720032,0,7,1.600999951,1.036865473,default_job_72
73,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1cc2cc(c1Cl)Nc1nccc(n1)N1CCC(CC1)NCCCO2,1,1,1,1,1,1,1.600999951,1,3,2,219.6750031,0,7,1.600999951,1.036865473,default_job_73
74,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1cc(Cl)c2cc1OCCCNC1CCN(CC1)c1ccnc(n1)N2,1,1,1,1,1,1,1.600999951,1,3,2,219.6750031,0,7,1.600999951,1.036865473,default_job_74
158,c1cnc(Nc2cc(N3CCCCC3)ccn2)nc1,Cc1cnc2cc1N1CCC(CC1)NCCCOc1nc(nc(C)c1C)N2,1,1,1,1,1,1,1.600999951,1,4,2,214.2720032,0,7,1.600999951,1.036865473,default_job_75
73,c1cnc(Nc2cccc(N3CCCCC3)c2)nc1,Cc1c2cc(Cl)cc1N1CCC(CC1)NCCCOc1ccnc(n1)N2,1,1,1,1,1,1,1.600000024,1,3,2,219.6750031,0,7,1.600000024,1.036815643,default_job_76
71,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Clc1cc(Cl)c2cc1Nc1nccc(n1)N1CCC(CC1)NCCCO2,1,1,1,1,1,1,1.600000024,1,3,2,240.0930023,0,7,1.600000024,1.036815643,default_job_77
161,c1cnc(Nc2ccc(N3CCCCC3)cn2)nc1,Cc1cc2cnc1Nc1nc(C)c(C)c(n1)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.600000024,1,4,2,214.2720032,0,8,1.600000024,1.036815643,default_job_78
76,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1c2cc(Cl)cc1OCCCNC1CCN(CC1)c1ccnc(n1)N2,1,1,1,1,1,1,1.600000024,1,3,2,219.6750031,0,7,1.600000024,1.036815643,default_job_79
74,c1cnc(Nc2ccc(N3CCCCC3)cc2)nc1,COc1cc2nc(n1)Nc1ccc(c(Cl)c1)N1CCC(CC1)NCCCO2,1,1,1,1,1,1,1.598999977,1,4,2,235.673996,0,8,1.598999977,1.036765814,default_job_80
77,c1cnc(Nc2ccc(N3CCCCC3)cc2)nc1,Cc1cc2c(Cl)cc1N1CCC(CC1)NCCCOc1ccnc(n1)N2,1,1,1,1,1,1,1.598999977,1,3,2,219.6750031,0,8,1.598999977,1.036765814,default_job_81
71,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1cc2c(Cl)cc1OCCCNC1CCN(CC1)c1ccnc(n1)N2,1,1,1,1,1,1,1.598999977,1,3,2,219.6750031,0,8,1.598999977,1.036765814,default_job_82
73,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,FCc1cc2c(Nc3nccc(N4CCC(NCCCOF)CC4)n3)c-2c1,1,1,1,1,1,1,1.59800005,1,3,2,240.0930023,0,8,1.59800005,1.036715865,default_job_83
74,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1cc2nc(n1)Nc1c(C)cc(cc1Cl)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.592000008,1,3,2,233.7019958,0,8,1.592000008,1.036415935,default_job_84
132,c1cnc(Nc2cccc(N3CCCCC3)c2)nc1,Cc1cc2nc(n1)Nc1c(C)ccc(c1C)N1CCC(CC1)NCCCO2,1,1,1,1,1,1,1.590999961,1,3,2,213.2839966,0,7,1.590999961,1.036365867,default_job_85
75,c1cnc(Nc2ccc(N3CCCCC3)cc2)nc1,Cc1cc2nc(n1)Nc1c(C)cc(cc1C)N1CCC(CC1)NCCCO2,1,1,1,1,1,1,1.590999961,1,3,2,213.2839966,0,8,1.590999961,1.036365867,default_job_86
74,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1cc2nc(n1)Nc1c(C)cc(cc1C)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.590999961,1,3,2,213.2839966,0,8,1.590999961,1.036365867,default_job_87
163,c1cnc(Nc2ccc(N3CCCCC3)nc2)nc1,Cc1cc2c(C)nc1N1CCC(CC1)NCCCOc1nc(nc(C)c1C)N2,1,1,1,1,1,1,1.582999945,1,4,2,228.298996,0,8,1.582999945,1.035964012,default_job_88
189,c1ccc(Nc2nccc(N3CCCCC3)n2)cc1,Cc1cnc2nc1N1CCC(CC1)NCCCOc1cc(C)c(C)c(c1Cl)N2,1,1,1,1,1,1,1.582000017,1,3,2,247.7290039,0,7,1.582000017,1.035913706,default_job_89
76,c1cnc(Nc2ccc(N3CCCCC3)nc2)nc1,Clc1cnc2nc1OCCCNC1CCN(CC1)c1ccc(cn1)N2,1,1,1,1,1,1,1.580000043,1,4,2,206.6360016,0,8,1.580000043,1.035812855,default_job_90
149,c1cc(N2CCCCC2)nc(Nc2ccsc2)n1,Cc1cc2nc(n1)Nc1c(C)sc(c1C)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.578999996,1,4,2,219.3130035,0,7,1.578999996,1.035762429,default_job_91
135,c1ccc(Nc2nncc(N3CCCCC3)n2)cc1,Cc1cc2ccc1Nc1nnc(C)c(n1)N1CCC(CC1)NCCCO2,1,1,1,1,1,1,1.577999949,1,4,2,200.2449951,0,8,1.577999949,1.035712004,default_job_92
158,c1cnc(Nc2ccc(N3CCCCC3)cc2)nc1,COc1cc2nc(n1)Nc1cc(C)c(cc1C)N1CCC(CC1)NCCCO2,1,1,1,1,1,1,1.575999975,1,4,2,229.2830048,0,8,1.575999975,1.035610914,default_job_93
71,c1cnc(Nc2cccc(N3CCCCC3)c2)nc1,COc1cc2cc(c1)N1CCC(CC1)NCCCOc1nc(nc(C)c1Cl)N2,1,1,1,1,1,1,1.565000057,1,4,2,249.701004,0,7,1.565000057,1.035053134,default_job_94
70,c1cnc(Nc2ccc(N3CCCCC3)cc2)nc1,COc1cc2ccc1Nc1nc(C)c(Cl)c(n1)OCCCNC1CCN2CC1,1,1,1,1,1,1,1.56400001,1,4,2,249.701004,0,8,1.56400001,1.035002232,default_job_95
178,c1cncc(Nc2nccc(N3CCCCC3)n2)c1,Cc1cnc2nc1N1CCC(CC1)NCCCOc1cc(cnc1C)N2,1,1,1,1,1,1,1.562999964,1,4,2,200.2449951,0,7,1.562999964,1.034951329,default_job_96
178,c1ccc(Nc2cn3c(N4CCCCC4)ccc3cn2)nc1,Cc1ccc2nc1Nc1cn3c(c(C)cc3cn1)N1CCC(CC1)NCCCO2,1,1,1,1,1,1,1.562999964,1,4,3,238.2940063,0,8,1.562999964,1.034951329,default_job_97
178,c1cnc(Nc2cncc(N3CCCCC3)c2)nc1,Cc1cnc2nc1OCCCNC1CCN(CC1)c1cc(cnc1C)N2,1,1,1,1,1,1,1.562999964,1,4,2,200.2449951,0,7,1.562999964,1.034951329,default_job_98
80,c1cc(Nc2nccc(N3CCCCC3)n2)ccn1,Cc1cc2cc(n1)OCCCNC1CCN(CC1)c1nc(ncc1C)N2,1,1,1,1,1,1,1.562000036,1,4,2,200.2449951,0,7,1.562000036,1.034900427,default_job_99
78,c1cnc(Nc2ccnc(N3CCCCC3)c2)nc1,Cc1cc2cc(n1)N1CCC(CC1)NCCCOc1nc(ncc1Cl)N2,1,1,1,1,1,1,1.562000036,1,4,2,220.6629944,0,7,1.562000036,1.034900427,default_job_100
193,c1cc(Nc2nccc(N3CCCCC3)n2)ccn1,Cc1cc2cc(n1)OCCCNC1CCN(CC1)c1nc(ncc1Cl)N2,1,1,1,1,1,1,1.562000036,1,4,2,220.6629944,0,7,1.562000036,1.034900427,default_job_101
159,c1cncc(Nc2nccc(N3CCCCC3)n2)c1,Cc1cc2cnc1OCCCNC1CCN(CC1)c1nc(ncc1C)N2,1,1,1,1,1,1,1.56099999,1,4,2,200.2449951,0,8,1.56099999,1.034849405,default_job_102
182,c1cnc(Nc2cccc(N3CCCCC3)n2)nc1,Cc1ccc2nc1N1CCC(CC1)NCCCOc1nc(ncc1Cl)N2,1,1,1,1,1,1,1.56099999,1,4,2,220.6629944,0,7,1.56099999,1.034849405,default_job_103
